Aaptiv activity treatment opt-out,Bkool activity treatment opt-out,Concept2 activity treatment opt-out,Digme activity treatment opt-out,Expresso activity treatment opt-out,Fitbod activity treatment opt-out,FitReserve activity treatment opt-out,Flywheel activity treatment opt-out,Hammerhead activity treatment opt-out,Kinomap activity treatment opt-out,Lifetime activity treatment opt-out,LiveRowing activity treatment opt-out,MindBody activity treatment opt-out,MySwimPro activity treatment opt-out,Peloton activity treatment opt-out,Polar activity treatment opt-out,PureGym activity treatment opt-out,Rouvy activity treatment opt-out,Slopes activity treatment opt-out,Suunto activity treatment opt-out,Sworkit activity treatment opt-out,Tacx activity treatment opt-out,Technogym activity treatment opt-out,Wahoo SYSTM activity treatment opt-out,TrainerRoad activity treatment opt-out,Wahoo activity treatment opt-out,WattBike activity treatment opt-out,Weav Run activity treatment opt-out,WHOOP activity treatment opt-out,Xert activity treatment opt-out,Yogaglo activity treatment opt-out,Zwift activity treatment opt-out
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
